Corporation,Card,PlayerGames,AvgEloChange
Vitor,Artificial Photosynthesis,409,-0.215158924205379
Helion,Cartel,301,-0.215946843853821
Robinson Industries,Soil Factory,304,-0.217105263157895
Tharsis Republic,Phobos Space Haven,460,-0.217391304347826
Inventrix,Cartel,353,-0.218130311614731
Valley Trust,Fish,495,-0.218181818181818
Tharsis Republic,Plantation,481,-0.218295218295218
Helion,Adaptation Technology,334,-0.218562874251497
CrediCor,Carbonate Processing,527,-0.22011385199241
Teractor,Invention Contest,445,-0.224719101123595
Robinson Industries,Breathing Filters,307,-0.224755700325733
Robinson Industries,Small Animals,290,-0.227586206896552
Helion,Deimos Down,332,-0.228915662650602
Teractor,Ore Processor,383,-0.22976501305483
United Nations Mars Initiative,Olympus Conference,143,-0.230769230769231
Vitor,Flooding,459,-0.230936819172113
Cheung Shing Mars,Vesta Shipyard,401,-0.231920199501247
Vitor,Breathing Filters,452,-0.232300884955752
CrediCor,Power Supply Consortium,559,-0.232558139534884
Teractor,Release of Inert Gases,397,-0.234256926952141
Interplanetary Cinematics,Permafrost extraction,388,-0.234536082474227
CrediCor,Special Design,575,-0.234782608695652
Vitor,Fueled Generators,481,-0.234927234927235
CrediCor,Pets,569,-0.235500878734622
Teractor,Gene Repair,399,-0.235588972431078
PhoboLog,Technology Demonstration,296,-0.236486486486486
Vitor,Phobos Space Haven,443,-0.237020316027088
ThorGate,Indentured Workers,139,-0.237410071942446
Tharsis Republic,Mangrove,477,-0.238993710691824
Teractor,Birds,384,-0.239583333333333
Robinson Industries,Immigration Shuttles,295,-0.240677966101695
Cheung Shing Mars,Ironworks,432,-0.240740740740741
Helion,Kelp Farming,328,-0.240853658536585
Vitor,Land Claim,464,-0.241379310344828
Robinson Industries,Decomposers,293,-0.242320819112628
Tharsis Republic,Equatorial Magnetizer,461,-0.24295010845987
Helion,Psychrophiles,274,-0.244525547445255
Helion,Arctic Algae,339,-0.244837758112094
Vitor,Soletta,448,-0.245535714285714
Teractor,Mangrove,421,-0.247030878859857
CrediCor,Lichen,557,-0.247755834829443
CrediCor,Biomass Combustors,543,-0.248618784530387
Vitor,Protected Habitats,420,-0.252380952380952
Helion,Convoy From Europa,313,-0.252396166134185
Robinson Industries,Land Claim,293,-0.252559726962457
Helion,Energy Tapping,379,-0.253298153034301
ThorGate,Mineral Deposit,130,-0.253846153846154
Vitor,Lake Marineris,417,-0.254196642685851
Tharsis Republic,Standard Technology,456,-0.254385964912281
Ecoline,Power Infrastructure,507,-0.254437869822485
CrediCor,Virus,545,-0.255045871559633
Robinson Industries,SF Memorial,282,-0.25531914893617
Ecoline,Algae,521,-0.257197696737044
Tharsis Republic,Extreme-Cold Fungus,474,-0.257383966244726
Teractor,Algae,421,-0.258907363420428
Inventrix,Local Heat Trapping,383,-0.261096605744125
Ecoline,Special Design,516,-0.261627906976744
Teractor,Hired Raiders,400,-0.2625
Robinson Industries,Power Grid,327,-0.262996941896024
Robinson Industries,Magnetic Field Dome,318,-0.264150943396226
Valley Trust,Aerobraked Ammonia Asteroid,475,-0.267368421052632
Valley Trust,Mangrove,488,-0.26844262295082
CrediCor,Mining Expedition,547,-0.268738574040219
Valley Trust,Water Import From Europa,479,-0.269311064718163
Valley Trust,Rad-Suits,549,-0.269581056466302
Valley Trust,Livestock,522,-0.270114942528736
Robinson Industries,Callisto Penal Mines,277,-0.270758122743682
Inventrix,Insects,361,-0.271468144044321
Robinson Industries,Mining Area,268,-0.272388059701493
Mining Guild,Immigrant City,509,-0.273084479371316
Valley Trust,Heather,448,-0.274553571428571
CrediCor,Colonizer Training Camp,517,-0.274661508704062
Tharsis Republic,Colonizer Training Camp,406,-0.275862068965517
ThorGate,Big Asteroid,134,-0.276119402985075
Interplanetary Cinematics,Protected Habitats,382,-0.277486910994764
Cheung Shing Mars,Insulation,425,-0.277647058823529
Robinson Industries,Space Mirrors,288,-0.277777777777778
United Nations Mars Initiative,Advanced Alloys,122,-0.278688524590164
Robinson Industries,Caretaker Contract,311,-0.279742765273312
Robinson Industries,Advanced Ecosystems,303,-0.280528052805281
Robinson Industries,Arctic Algae,281,-0.281138790035587
Robinson Industries,Greenhouses,313,-0.281150159744409
Interplanetary Cinematics,Callisto Penal Mines,334,-0.281437125748503
Inventrix,Micro-Mills,351,-0.282051282051282
CrediCor,Aquifer Pumping,532,-0.285714285714286
Tharsis Republic,Aerobraked Ammonia Asteroid,451,-0.286031042128603
Vitor,Giant Space Mirror,499,-0.286573146292585
Tharsis Republic,Lichen,463,-0.287257019438445
PhoboLog,Soil Factory,275,-0.287272727272727
Teractor,Trees,425,-0.289411764705882
Vitor,Medical Lab,466,-0.289699570815451
Helion,Indentured Workers,323,-0.291021671826625
ThorGate,Acquired Company,134,-0.291044776119403
United Nations Mars Initiative,Domed Crater,130,-0.292307692307692
Helion,Industrial Center,318,-0.292452830188679
Helion,Mining Area,280,-0.292857142857143
Inventrix,Imported GHG,348,-0.293103448275862
ThorGate,Earth Office,153,-0.294117647058824
PhoboLog,Asteroid Mining,581,-0.294320137693632
Tharsis Republic,Solar Power,414,-0.294685990338164
Teractor,Extreme-Cold Fungus,416,-0.295673076923077
Helion,Artificial Photosynthesis,310,-0.296774193548387
Robinson Industries,Power Infrastructure,278,-0.298561151079137
Tharsis Republic,Import of Advanced GHG,441,-0.299319727891156
Teractor,Lagrange Observatory,419,-0.300715990453461
Teractor,Breathing Filters,368,-0.301630434782609
Vitor,Greenhouses,407,-0.302211302211302
Valley Trust,Beam From a Thorium Asteroid,485,-0.303092783505155
Vitor,Aquifer Pumping,438,-0.30365296803653
Valley Trust,Advanced Ecosystems,506,-0.304347826086957
Tharsis Republic,Peroxide Power,437,-0.304347826086957
Teractor,Heather,443,-0.304740406320542
Tharsis Republic,Black Polar Dust,436,-0.305045871559633
Robinson Industries,Rad-Suits,314,-0.305732484076433
ThorGate,Methane From Titan,137,-0.306569343065693
Inventrix,Eos Chasma National Park,398,-0.309045226130653
Inventrix,Interstellar Colony Ship,344,-0.311046511627907
Teractor,Ecological Zone,443,-0.311512415349887
Mining Guild,Interstellar Colony Ship,426,-0.312206572769953
Inventrix,Trans-Neptune Probe,383,-0.31331592689295
Interplanetary Cinematics,Worms,367,-0.313351498637602
CrediCor,Protected Habitats,585,-0.314529914529915
Valley Trust,House Printing,458,-0.316593886462882
ThorGate,Miranda Resort,138,-0.318840579710145
Robinson Industries,Carbonate Processing,297,-0.31986531986532
Helion,Ironworks,317,-0.321766561514196
ThorGate,Medical Lab,154,-0.324675324675325
CrediCor,Search For Life,566,-0.326855123674912
Tharsis Republic,GHG Producing Bacteria,470,-0.327659574468085
Mining Guild,Convoy From Europa,470,-0.327659574468085
CrediCor,Regolith Eaters,564,-0.328014184397163
PhoboLog,Release of Inert Gases,270,-0.32962962962963
Helion,Natural Preserve,285,-0.329824561403509
Teractor,Fusion Power,418,-0.332535885167464
Cheung Shing Mars,Rover Construction,463,-0.332613390928726
Mining Guild,Fueled Generators,475,-0.332631578947368
Robinson Industries,Colonizer Training Camp,263,-0.334600760456274
ThorGate,Power Infrastructure,191,-0.335078534031414
Cheung Shing Mars,Food Factory,455,-0.336263736263736
Tharsis Republic,Underground City,469,-0.336886993603412
Ecoline,SF Memorial,394,-0.33756345177665
Robinson Industries,Local Heat Trapping,275,-0.338181818181818
Helion,Vesta Shipyard,304,-0.338815789473684
Vitor,Convoy From Europa,430,-0.33953488372093
United Nations Mars Initiative,Titanium Mine,159,-0.339622641509434
Inventrix,Search For Life,359,-0.33983286908078
Tharsis Republic,Immigrant City,587,-0.340715502555366
Valley Trust,Tardigrades,498,-0.34136546184739
Vitor,Physics Complex,430,-0.341860465116279
Robinson Industries,Dust Seals,299,-0.344481605351171
Inventrix,Terraforming Ganymede,333,-0.345345345345345
Cheung Shing Mars,Water Import From Europa,392,-0.346938775510204
ThorGate,Carbonate Processing,166,-0.349397590361446
Helion,Fish,357,-0.350140056022409
PhoboLog,Robotic Workforce,234,-0.35042735042735
Vitor,Asteroid,492,-0.351626016260163
Robinson Industries,Mars University,288,-0.354166666666667
Tharsis Republic,Predators,472,-0.355932203389831
PhoboLog,Giant Space Mirror,309,-0.355987055016181
PhoboLog,Great Escarpment Consortium,248,-0.358870967741936
Inventrix,Anti-Gravity Technology,468,-0.358974358974359
Cheung Shing Mars,Colonizer Training Camp,468,-0.358974358974359
Vitor,Earth Office,431,-0.359628770301624
Tharsis Republic,Martian Rails,440,-0.361363636363636
Valley Trust,Artificial Lake,503,-0.36182902584493
Valley Trust,Regolith Eaters,489,-0.361963190184049
Ecoline,Plantation,482,-0.365145228215768
PhoboLog,Restricted Area,260,-0.365384615384615
Helion,Virus,317,-0.365930599369085
Cheung Shing Mars,Media Archives,453,-0.368653421633554
Helion,Titanium Mine,322,-0.369565217391304
Valley Trust,Pets,492,-0.369918699186992
Inventrix,Deep Well Heating,332,-0.370481927710843
Mining Guild,Bushes,461,-0.370932754880694
Robinson Industries,Big Asteroid,283,-0.371024734982332
Inventrix,Lagrange Observatory,376,-0.372340425531915
PhoboLog,Subterranean Reservoir,247,-0.37246963562753
PhoboLog,Olympus Conference,236,-0.372881355932203
Robinson Industries,Tropical Resort,313,-0.373801916932907
Valley Trust,Shuttles,465,-0.374193548387097
Inventrix,Food Factory,346,-0.375722543352601
Helion,Acquired Company,310,-0.37741935483871
CrediCor,Water Import From Europa,535,-0.377570093457944
Vitor,Water Import From Europa,460,-0.378260869565217
Tharsis Republic,Insulation,449,-0.378619153674833
United Nations Mars Initiative,Big Asteroid,174,-0.379310344827586
Valley Trust,Underground City,498,-0.381526104417671
Teractor,Ice cap Melting,382,-0.382198952879581
Mining Guild,Water Import From Europa,407,-0.383292383292383
Tharsis Republic,Food Factory,446,-0.383408071748879
Vitor,Nuclear Power,422,-0.383886255924171
Cheung Shing Mars,Nuclear Power,431,-0.387470997679814
PhoboLog,Quantum Extractor,268,-0.388059701492537
Teractor,Predators,364,-0.39010989010989
Cheung Shing Mars,Decomposers,442,-0.391402714932127
Valley Trust,Magnetic Field Dome,457,-0.391684901531729
Teractor,Soil Factory,400,-0.3925
PhoboLog,Nuclear Zone,234,-0.393162393162393
ThorGate,Security Fleet,165,-0.4
Inventrix,Space Elevator,302,-0.400662251655629
Inventrix,Domed Crater,321,-0.401869158878505
Inventrix,Arctic Algae,372,-0.403225806451613
Helion,Heather,346,-0.404624277456647
Mining Guild,Plantation,478,-0.405857740585774
Mining Guild,Permafrost extraction,428,-0.406542056074766
ThorGate,Ecological Zone,135,-0.407407407407407
Valley Trust,Colonizer Training Camp,508,-0.40748031496063
Teractor,Comet,389,-0.408740359897172
PhoboLog,Arctic Algae,270,-0.411111111111111
PhoboLog,Mine,277,-0.411552346570397
PhoboLog,Optimal Aerobraking,284,-0.411971830985916
Inventrix,Mine,371,-0.415094339622642
Teractor,Small Animals,433,-0.415704387990762
Robinson Industries,Underground City,300,-0.416666666666667
Inventrix,Capital,356,-0.418539325842697
PhoboLog,Vesta Shipyard,394,-0.418781725888325
PhoboLog,Ice Asteroid,377,-0.419098143236074
Teractor,Mining Expedition,410,-0.419512195121951
Helion,Martian Survey,276,-0.420289855072464
Tharsis Republic,Ore Processor,492,-0.422764227642276
Tharsis Republic,Biomass Combustors,442,-0.423076923076923
Helion,Domed Crater,316,-0.424050632911392
PhoboLog,Moss,270,-0.425925925925926
Vitor,Indentured Workers,450,-0.426666666666667
Helion,Gene Repair,325,-0.427692307692308
Helion,Earth Office,311,-0.430868167202572
Inventrix,Medical Lab,362,-0.430939226519337
PhoboLog,Ice cap Melting,276,-0.431159420289855
Saturn Systems,Artificial Lake,487,-0.431211498973306
Robinson Industries,Physics Complex,308,-0.431818181818182
Tharsis Republic,Security Fleet,440,-0.431818181818182
Robinson Industries,Lake Marineris,312,-0.432692307692308
Inventrix,Mars University,409,-0.432762836185819
Inventrix,Technology Demonstration,358,-0.432960893854749
Inventrix,Special Design,375,-0.434666666666667
Vitor,Power Supply Consortium,460,-0.434782608695652
PhoboLog,Underground Detonations,289,-0.43598615916955
Robinson Industries,Algae,289,-0.43598615916955
Robinson Industries,Asteroid Mining,266,-0.43609022556391
Saturn Systems,Tropical Resort,488,-0.436475409836066
Robinson Industries,Fusion Power,301,-0.438538205980066
Helion,Hackers,294,-0.438775510204082
Vitor,Immigrant City,427,-0.440281030444965
Robinson Industries,Eos Chasma National Park,270,-0.440740740740741
Vitor,Mining Expedition,448,-0.441964285714286
Ecoline,Immigrant City,449,-0.447661469933185
Helion,Land Claim,341,-0.448680351906158
Inventrix,Development Center,352,-0.448863636363636
Robinson Industries,Micro-Mills,310,-0.451612903225806
Inventrix,Sponsors,340,-0.452941176470588
Helion,Algae,351,-0.452991452991453
Robinson Industries,Cartel,278,-0.453237410071942
Helion,Zeppelins,337,-0.454005934718101
PhoboLog,Aerobraked Ammonia Asteroid,292,-0.455479452054795
Helion,Peroxide Power,335,-0.456716417910448
Vitor,Lava Tube Settlement,405,-0.459259259259259
ThorGate,Mohole Area,111,-0.459459459459459
Helion,Special Design,313,-0.460063897763578
ThorGate,Media Group,152,-0.460526315789474
Mining Guild,Micro-Mills,417,-0.462829736211031
ThorGate,Small Animals,157,-0.464968152866242
ThorGate,Power Supply Consortium,202,-0.465346534653465
Valley Trust,Carbonate Processing,464,-0.46551724137931
Vitor,Domed Crater,479,-0.467640918580376
Inventrix,Hired Raiders,359,-0.47075208913649
Robinson Industries,Commercial District,267,-0.471910112359551
Robinson Industries,Nuclear Power,296,-0.472972972972973
CrediCor,Solar Power,513,-0.473684210526316
PhoboLog,Decomposers,263,-0.475285171102662
Robinson Industries,Lunar Beam,286,-0.475524475524476
ThorGate,Advanced Alloys,145,-0.475862068965517
Robinson Industries,Artificial Photosynthesis,292,-0.476027397260274
Helion,Robotic Workforce,354,-0.477401129943503
Robinson Industries,Heather,291,-0.47766323024055
Robinson Industries,Viral Enhancers,293,-0.477815699658703
Inventrix,Bribed Committee,328,-0.478658536585366
PhoboLog,Acquired Company,242,-0.479338842975207
Inventrix,Psychrophiles,294,-0.479591836734694
Vitor,Moss,473,-0.482029598308668
Helion,Designed Microorganisms,309,-0.482200647249191
Tharsis Republic,Lake Marineris,449,-0.485523385300668
PhoboLog,Mohole Area,247,-0.48582995951417
Inventrix,Tardigrades,356,-0.485955056179775
Robinson Industries,Mineral Deposit,269,-0.486988847583643
Tharsis Republic,SF Memorial,365,-0.49041095890411
Inventrix,Physics Complex,357,-0.495798319327731
Inventrix,Earth Office,371,-0.495956873315364
Robinson Industries,Ants,282,-0.49645390070922
Robinson Industries,Worms,320,-0.5
Tharsis Republic,Space Station,433,-0.503464203233256
Robinson Industries,Insulation,288,-0.503472222222222
Inventrix,Giant Ice Asteroid,295,-0.505084745762712
Helion,Caretaker Contract,338,-0.505917159763314
Inventrix,Herbivores,322,-0.506211180124224
Tharsis Republic,Toll Station,459,-0.507625272331155
Vitor,Lunar Beam,429,-0.508158508158508
Cheung Shing Mars,Livestock,430,-0.509302325581395
PhoboLog,Algae,264,-0.511363636363636
ThorGate,Mining Area,146,-0.513698630136986
Vitor,Rad-Chem Factory,451,-0.514412416851441
PhoboLog,Livestock,258,-0.515503875968992
ThorGate,Imported Nitrogen,145,-0.517241379310345
Helion,Windmills,324,-0.518518518518518
Robinson Industries,Livestock,281,-0.519572953736655
Vitor,Water Splitting Plant,477,-0.522012578616352
Teractor,Investment Loan,441,-0.523809523809524
Inventrix,Corporate Stronghold,307,-0.52442996742671
Teractor,Biomass Combustors,444,-0.524774774774775
Teractor,House Printing,358,-0.525139664804469
Teractor,Rad-Suits,404,-0.527227722772277
Teractor,Beam From a Thorium Asteroid,385,-0.527272727272727
Teractor,Insulation,398,-0.527638190954774
Vitor,Magnetic Field Generators,491,-0.529531568228106
Robinson Industries,Rad-Chem Factory,294,-0.530612244897959
Robinson Industries,Mass Converter,307,-0.530944625407166
Robinson Industries,Convoy From Europa,281,-0.533807829181495
Tharsis Republic,Energy Saving,440,-0.536363636363636
CrediCor,Toll Station,550,-0.536363636363636
Tharsis Republic,Advanced Ecosystems,494,-0.536437246963563
Tharsis Republic,Commercial District,451,-0.536585365853659
Vitor,Insulation,429,-0.538461538461538
Vitor,Noctis City,453,-0.538631346578366
PhoboLog,Domed Crater,245,-0.538775510204082
Mining Guild,Equatorial Magnetizer,423,-0.539007092198582
Teractor,Fueled Generators,421,-0.539192399049881
PhoboLog,Aquifer Pumping,267,-0.539325842696629
Robinson Industries,Domed Crater,250,-0.54
Teractor,Capital,390,-0.541025641025641
PhoboLog,Space Mirrors,284,-0.542253521126761
CrediCor,Equatorial Magnetizer,514,-0.542801556420233
ThorGate,Insects,158,-0.544303797468354
Inventrix,Sabotage,343,-0.545189504373178
Teractor,Livestock,402,-0.54726368159204
Helion,Media Group,282,-0.549645390070922
ThorGate,Imported GHG,151,-0.549668874172185
Tharsis Republic,Lava Tube Settlement,429,-0.55011655011655
Robinson Industries,Robotic Workforce,275,-0.552727272727273
Valley Trust,Soil Factory,516,-0.554263565891473
Teractor,Adaptation Technology,416,-0.555288461538462
Helion,GHG Factories,458,-0.556768558951965
Helion,Micro-Mills,362,-0.558011049723757
ThorGate,Asteroid,172,-0.558139534883721
Vitor,Tundra Farming,444,-0.558558558558559
Tharsis Republic,Methane From Titan,404,-0.559405940594059
Helion,Ice cap Melting,316,-0.560126582278481
Helion,Ants,337,-0.560830860534125
Robinson Industries,Import of Advanced GHG,274,-0.562043795620438
United Nations Mars Initiative,Sponsors,165,-0.563636363636364
Helion,Lichen,351,-0.564102564102564
Teractor,Permafrost extraction,397,-0.564231738035265
Valley Trust,Immigrant City,490,-0.56734693877551
